sentiment,TweetText
"negative","twitter show my fuckin retweets bitch"
"positive","FUCK facebook twitter is way better teamfollowback followme"
"neutral","Why do I always blow up twitter at like am sorryfollowers"
"irrelevant","Muito rapida essa velocidade de captura de imagens da camera do Galaxy Nexus icecreamsandwich galaxynexus google samsung"
"irrelevant","tryladis bienvenida a Twitter que bueno tenerte por aqu esto es genial"
"negative","Installed io fine on ipad but wiped wifes iPhone and restore from backup failed Bigtrouble help apple"
"irrelevant","QUE VIDEO FACEBOOK CON LA OPCION DE VIDEOLLAMADA LE MONTARON LA COMPETENCIA A MSN SKYPE TWITTER ES ORIGINAL TIENE TWICAM"
"irrelevant","Terug van evaluatie learning circles bij microsoft onder bezielend leiderschap van saskianijs Veel geleerd van deze cocreatie"
"neutral","JarjarTee apple Thats really good Makes you happy to pay the infamous apple tax"
"negative","Dear apple My new Air is now a notbook since your update killed wifi bug destroying productivity"
"negative","azrael RT DavideGori And again MobileMe is down Issues when syncing accessing mail is this a good premise for iCloud Apple"
"neutral","Steve Ballmer slams Android microsoft steveballmer"
"irrelevant","RT packardbell SteveBallmer CEO de Microsoft dice que se necesita ser un cientifico para manejar Android"
"irrelevant","Paattycl EsNaco Componerle una cacion a Mf y presumir de ella en Twitter"
"negative","RonakKataria apple you heard of testing before deploying updates Difference between microsoft apple None"
"irrelevant","TeamFollowBack TFB MustFollow MF FollowNow FN FollowFriday FF IFB Twitter Follow MilliondollaPD"
"neutral","While the improvements in Apple Mac OS Lion are great the fullscreen implementation on monitors is broken"
"neutral","RT techinciter Suppose Microsoft Had Bought Siri Forbes apple microsoft siri msft"
"positive","Twitter twitter"
"irrelevant","Google Sit and Go Center Method For Profitable SitNGos on PokerStars Co wikileaks"
"neutral","Goodnight twitter"
"neutral","Things You Didnt Know About Twitter via TweetSmarter RT sharonhayes ChoiceZnewZ facts"
"positive","Sweet Ice Cream Sandwich RT Pocketlint Google Android Ice Cream Sandwich officially detailed google ics"
"positive","singing everytime I try to leave something keeps pulling me back me back telling me I need Twitter all that lol"
"neutral","iPhone S Setup SIRI for your Tweets apple apple iphone siri"
"neutral","Google Samsung Add Ice Cream Sandwich Phone AAPL GOOG hitech gadgets mkt digital"
"neutral","RT KentisG Agree RT MuraineR Microsoft launching the OmniTouch how funny I though that was an ALUEnterprise soluti cont http"
"irrelevant","Un Algodn mkon me invadi el Twitter xd"
"neutral","If Microsoft earnings disappoint blame consumer PC sales"
"irrelevant","ALG Culminando formacin en Microsoft M y en IndicadoresDeGestin Gracias a nuestros clientes por su preferencia wwwalgnetve"
"irrelevant","Nueva actualizacin de Windows Intune microsoft distribuciondeprogramasonline"
"irrelevant","Google Samsung Android Galaxy Nexus Microsoft"
"irrelevant","Que le pasa al Twitter Chingado"
"neutral","apple internode icloud ios piracy omg no wonder ive used all my downloads"
"irrelevant","Deal Schnppchen Update iPad iPad Generation generalberholt ab Apple"
"positive","ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation Google Android ICS"
"negative","i better be able to see my RTs tomorrow twitter and tell that lil blue ass bird and fat ass over capacity whale to"
"neutral","Night Twitter"
"neutral","RT NeowinFeed Ice Cream Sandwich to stop carriers bullying smartphone users google android neowin"
"irrelevant","me dio pereza buscar su usuario en twitter P"
"irrelevant","Victorafrosan X G R No pues ni el nombre de tu novia me se como para tener su Twitter"
"negative","Also the Google problem chucktodd Problem for Santorums electability argument the doubledigit loss in"
"negative","Twitter y Facebook OFF"
"neutral","Samsung and Google Announce Galaxy Nexus and Android Ice Cream Sandwich news android"
"neutral","Just saw my bud EdMaguire of Credit Agricole Securities interviewed by TylerMatheison CNBC covering Microsoft You rocked it Ed fb"
"irrelevant","Asi o mas mala la version de apple"
"negative","RT phxguy Oh just fuck you apple Already gt iPhone on schedule for summer launch via BGR"
"neutral","Android Google Video Samsung Galaxy Nexus Announcement and Official Promo DhilipSiva"
"negative","RT ManelFMartinez How Apple eclipsed Microsoft sun rise in via guardian"
"irrelevant","Skype ya es oficialmente parte de Microsoft Utilizas este servicio voIP Que opinin te merece esta adquisicin tecnologia"
"negative","RT cjwallace So apparently apple put MB cap on your SMS with the new update mb storage before it tells you your inbox is full W"
"irrelevant","Hay dias que tengo tanto q pensar y digo lo voy a poner en twitter pero no tengo tiempo"
"neutral","Um why No black peopleApple"
"neutral","Hmm Google I really need a new phone Please release the Galaxy Nexus asap android google"
"irrelevant","android google"
"neutral","RT tatn Google Samsung unveil Ice Cream Sandwichpowered Galaxy Nexus via CNET Android"
"neutral","Android Google Ice Cream Sandwich Official Video DhilipSiva"
"positive","RT MattyRiesz kathrynyee You were right an iPhone is a must have addicted WELCOME TO THE APPLE CLUB"
"irrelevant","RT mhumpolec Povidani s Microsoft o Azure V Evrope uz je data centrum i v Amsterodamu chysta se v Nemecku a Rusku V kazdem pres"
"positive","RT TreyHob twitter gives everyone that voice that they believe should be heard by people unlike real life lol"
"irrelevant","RT MuyCanal MuyCanal Avanade y Ferranti Computer ofrecen un ERP basado en Microsoft Dynamics msdynamicsspain ax"
"positive","Awesome TommyLee is moving to Vancouver as Dev Evangelist for Microsoft we finally get a local"
"neutral","Google"
"positive","Windows Runtime and NET Better Together dotnet dev WinRT microsoft"
"negative","I wish Siri could tweet for me apple fix that"
"positive","apple siri is efffing amazing"
"positive","DailyDealChat apple Thanks"
"irrelevant","Awwwwr me encanta Twitter porque por este medio desquito todo mis corajes"
"positive","IceCreamSandwich went way and beyond what I expected Cant wait to get it on my Nexus to play with Google"
"irrelevant","LaAficion al Twitter es Perjudicial para la SaludMental Jaja SiSeor JunsCastro Hablamos Chao jaja DileaTuMenteQueDescance"
"irrelevant","Google revela o Anddroi Ice Cream Sandwich O Google revelou hoje durante um evento em"
"irrelevant","To gostando do Android google android"
"irrelevant","to reiniciando meu computador as idia apple"
"neutral","SamsungMobileUS Apple would disagree with you right now"
"neutral","Phone app redesigned to be unified with google voice etc Has fast forward and rewind capabilities as well Google Android ICS"
"irrelevant","Apple et je devrais arrter de vous glorifier et a cest pas cool"
"irrelevant","Google y Samsung presentan oficialmente el Galaxy Nexus va xatakamovil Google Samsung Galaxy Android"
"neutral","Been MIA from Twitter But now Tweeting from my new apple iPhone finallycool notreally well It IS Im not stilllearning"
"neutral","Google Unwrapping Ice Cream Sandwich on the Galaxy Nexus"
"positive","RT PhillipRowntree Just registered as an apple developer Heres hoping I can actually do it Any help greatly appreciated"
"negative","This is kind of really creepy Use your search engine the same way as MileyCyrus would Microsoft"
"negative","TwittersMalfunctioningAgain"
"neutral","Watching iGenius on Discovery Based on first minutes Apple never should have gone public in"
"irrelevant","Buenobuenas nochetwitter"
"irrelevant","RT ELDESTRIPAPUTAS YO SOY LO MAS CABRON QUE HA NACIDO EN TWITTER QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL"
"positive","The more i use Office the more i fall in love it with honest genius microsoft"
"neutral","on that Apple shit hard change my twitter name to iFynest"
"neutral","Goodnight Twitter"
"irrelevant","Twitter esta loco"
"irrelevant","USSteuerbehrde leitet Untersuchung gegen Google ein via zdnetde"
"irrelevant","Google lanserar Android Ice Cream Sandwich med tillhrande SDK"
"neutral","Microsoft Excel How To Alternate the Color Between Rows microsoft"
"neutral","Google is rolling out a suite of new changes to its Google Docs service including new features for Google"
"neutral","Android Google Need Proof of Verizons Galaxy Nexus DhilipSiva"
"irrelevant","Samsung Google Android"
"neutral","Google unveils next iteration of Android icecreamsandwich with several revamps incl facial recognition security"
"positive","i love this so much thank you apple"
"neutral","Teamfollowback Microsoft Q earnings results due on Thursday microsoft"
"neutral","RT TecBuzz Google steps up its privacy game launches Good To Know google"
"positive","yumyumyumI want Ice Cream Sandwich google android"
"neutral","WSPSanDiego Kickoff tomorrow at San Diego Microsoft Store at pm wspwest or ping me"
"positive","Welcome to the twitter world MarkStuver This is due to iOS and apple thanks guys"
"neutral","Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock IceCreamSandwich NexusPrime Google"
"irrelevant","Samsung y Google presentan el Samsung Galaxy Nexus oficialmente gadgets smartphones"
"irrelevant","A mimir Con el higado entrincado Bendita familia twitteroff"
"neutral","even if I skip the newspaper I dont worry coz I get all news updates at Twitter"
"irrelevant","Buenas noches sigan pasandosela bn ok no Twitter Off"
"irrelevant","google gmail for mobile"
"irrelevant","ja volto twitter vou na cozinha"
"irrelevant","Android Beam Google ICS"
"positive","With the new Google Android IceCream Sandwich you can take Panorama picture right OutoftheBox SWEET"
"negative","I HATE TWITTER"
"irrelevant","TeamFollowBack iFollowBack InstantFollowBack FollowFollow network tlow twitter"
"irrelevant","SteveBallmer CEO de Microsoft dice que se necesita ser un cientifico para manejar Android"
"irrelevant","RT DKhazhintsev VShport twitter"
"neutral","I think SchwastySmack needs to cool her roll on her twitter game"
"irrelevant","RT ishpconsult Der langsame Tod von SEO Google Suche fr eingeloggte User verschlsselt"
"irrelevant","Ninguem fala cmgo no Twitter"
"irrelevant","Nieuw partnership DigiProfs Microsoft en IPRandsteden voor Office Gratis intrductie cursussen ter beschikking"
"neutral","why am i rambling on facebook i keep forgetting i have twitter then remember and come back every seconds oO"
"neutral","GoodNight Twitter"
"irrelevant","Rdska Android ir gjis Microsoft pdsveicot nelielu lkumu caur pakau"
"neutral","Embed Google Calendar To Your Wordpress Post wordpress google"
"neutral","Microsoft to Require yearly Sustainability Reporting by Vendors via CaelusGreenRoom CSR GMIC"
"neutral","Android Google Three UK to carry Samsung Galaxy Nexus DhilipSiva"
"neutral","Hello again iPhone Thank you apple Although this should have never broken in the first place tsk"
"irrelevant","VusalaAbidin xeyirli ugurlu olsunamma deyen ciddi yenilik yoxdu google nexus android"
